Candidate,House.Senate,State,District,Party,Status,ElectionYear,Gender,GenderVar,PercentWomen,Check.Column,PartyVar,NewEngland,MidAtlantic,ENCentral,WNCentral,SouthAtlantic,ESCentral,WSCentral,MountainWest,Pacific,CheckVar,Northeast,Midwest,South,West,PerUrban,CheckCandidate
"HULL, LEANN",H,AZ,3,REP,OPEN,2010,female,1,15,republican,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,96.46,"HULL, LEANN"
"MOAK, STEVEN CARL",H,AZ,3,REP,OPEN,2010,male,0,15,republican,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,96.46,"MOAK, STEVEN CARL"
"MORRIS, PAULINA VASQUEZ",H,AZ,3,REP,OPEN,2010,female,1,15,republican,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,96.46,"MORRIS, PAULINA VASQUEZ"
"PARKER, VERNON",H,AZ,3,REP,OPEN,2010,male,0,15,republican,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,96.46,"PARKER, VERNON"
"QUAYLE, BEN",H,AZ,3,REP,OPEN,2010,male,0,15,republican,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,96.46,"QUAYLE, BEN"
"WARING, JAMES F",H,AZ,3,REP,OPEN,2010,male,0,15,republican,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,96.46,"WARING, JAMES F"
"WINKLER, EDWIN ROBERT MR",H,AZ,3,REP,OPEN,2010,male,0,15,republican,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,96.46,"WINKLER, EDWIN ROBERT MR"
"WINSLEY, WAYNE ANTHONY",H,CT,3,REP,OPEN,2012,male,0,9.933774834,republican,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,96.6,"WINSLEY, WAYNE ANTHONY"
"JETTE, MATTHEW T",H,AZ,6,DEM,OPEN,2012,male,0,11.66666667,democrat,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,96.74,"JETTE, MATTHEW T"
"GRAY, CHUCK",H,AZ,6,REP,OPEN,2012,male,0,20,republican,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,96.74,"GRAY, CHUCK"
"ROBERTS, WILLIAM F",H,MI,11,DEM,OPEN,2012,male,0,14.54545455,democrat,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,96.96,"ROBERTS, WILLIAM F"
"TAJ, SYED DR",H,MI,11,DEM,OPEN,2012,male,0,14.54545455,democrat,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,96.96,"TAJ, SYED DR"
"BENTIVOLIO, KERRY",H,MI,11,REP,OPEN,2012,male,0,10,republican,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,96.96,"BENTIVOLIO, KERRY"
"CASSIS, NANCY",H,MI,11,REP,OPEN,2012,female,1,10,republican,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,96.96,"CASSIS, NANCY"
"CRIDER, KENNETH",H,MI,11,REP,OPEN,2012,male,0,10,republican,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,96.96,"CRIDER, KENNETH"
"KAVANAGH, CAROLYN ROSE",H,MI,11,REP,OPEN,2012,female,1,10,republican,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,96.96,"KAVANAGH, CAROLYN ROSE"
"KING, STEVE",H,MI,11,REP,OPEN,2012,male,0,10,republican,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,96.96,"KING, STEVE"
"KOWALL, MICHAEL W",H,MI,11,REP,OPEN,2012,male,0,10,republican,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,96.96,"KOWALL, MICHAEL W"
"RACZKOWSKI, ANDREW ROCKY",H,MI,11,REP,OPEN,2012,male,0,10,republican,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,96.96,"RACZKOWSKI, ANDREW ROCKY"
"ADAMS, KIRK DAVID",H,AZ,5,REP,OPEN,2012,male,0,20,republican,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,97.21,"ADAMS, KIRK DAVID"
"SALMON, MATT",H,AZ,5,REP,OPEN,2012,male,0,20,republican,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,97.21,"SALMON, MATT"
"DINGELL, DEBBIE",H,MI,12,DEM,OPEN,2014,female,1,14.54545455,democrat,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,97.22,"DINGELL, DEBBIE"
"MULLINS, RAYMOND GLENN",H,MI,12,DEM,OPEN,2014,male,0,14.54545455,democrat,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,97.22,"MULLINS, RAYMOND GLENN"
"BOWMAN, TERRENCE MICHAEL",H,MI,12,REP,OPEN,2014,male,0,7.272727273,republican,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,97.22,"BOWMAN, TERRENCE MICHAEL"
"FARKAS, STEPHEN",H,MI,12,REP,OPEN,2014,male,0,7.272727273,republican,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,97.22,"FARKAS, STEPHEN"
"CHIVUKULA, UPENDRA J",H,NJ,12,DEM,OPEN,2014,female,1,20,democrat,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,97.6,"CHIVUKULA, UPENDRA J"
"COLEMAN, BONNIE WATSON",H,NJ,12,DEM,OPEN,2014,female,1,20,democrat,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,97.6,"COLEMAN, BONNIE WATSON"
"GREENSTEIN, LINDA",H,NJ,12,DEM,OPEN,2014,female,1,20,democrat,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,97.6,"GREENSTEIN, LINDA"
"ZWICKER, ANDREW",H,NJ,12,DEM,OPEN,2014,male,0,20,democrat,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,97.6,"ZWICKER, ANDREW"
"ECK, ALIETA DR",H,NJ,12,REP,OPEN,2014,female,1,12.5,republican,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,97.6,"ECK, ALIETA DR"
"FLAHERTY, VINCE",H,CA,33,DEM,OPEN,2014,male,0,16.25,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,98.07,"FLAHERTY, VINCE"
"GRAF, JAMES ANDREW",H,CA,33,DEM,OPEN,2014,male,0,16.25,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,98.07,"GRAF, JAMES ANDREW"
"GREUEL, WENDY J",H,CA,33,DEM,OPEN,2014,female,1,16.25,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,98.07,"GREUEL, WENDY J"
"HOLMES, KRISTIE",H,CA,33,DEM,OPEN,2014,female,1,16.25,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,98.07,"HOLMES, KRISTIE"
"KANUTH, DAVID",H,CA,33,DEM,OPEN,2014,male,0,16.25,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,98.07,"KANUTH, DAVID"
"LIEU, TED",H,CA,33,DEM,OPEN,2014,male,0,16.25,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,98.07,"LIEU, TED"
"MILLER, MATTHEW LOUIS",H,CA,33,DEM,OPEN,2014,male,0,16.25,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,98.07,"MILLER, MATTHEW LOUIS"
"MULVANEY, BARBARA",H,CA,33,DEM,OPEN,2014,female,1,16.25,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,98.07,"MULVANEY, BARBARA"
"OBAGI, ZEIN ELABDINE JR",H,CA,33,DEM,OPEN,2014,male,0,16.25,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,98.07,"OBAGI, ZEIN ELABDINE JR"
"SHAPIRO, MICHAEL",H,CA,33,DEM,OPEN,2014,male,0,16.25,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,98.07,"SHAPIRO, MICHAEL"
"CARR, ELAN S.",H,CA,33,REP,OPEN,2014,male,0,8.75,republican,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,98.07,"CARR, ELAN S."
"GILANI, LILY",H,CA,33,REP,OPEN,2014,female,1,8.75,republican,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,98.07,"GILANI, LILY"
"KILPATRICK, ROBERT DONALD",H,CA,33,REP,OPEN,2014,male,0,8.75,republican,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,98.07,"KILPATRICK, ROBERT DONALD"
"MOTTUS, KEVIN NEIL",H,CA,33,REP,OPEN,2014,male,0,8.75,republican,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,98.07,"MOTTUS, KEVIN NEIL"
"BROOMELL, FRANK CRAIG JR",H,NJ,1,DEM,OPEN,2014,male,0,20,democrat,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,98.2,"BROOMELL, FRANK CRAIG JR"
"HARRIS, MATTHEW JOSEPH",H,NJ,1,DEM,OPEN,2014,male,0,20,democrat,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,98.2,"HARRIS, MATTHEW JOSEPH"
"MINOR, FRANK WAYNE",H,NJ,1,DEM,OPEN,2014,male,0,20,democrat,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,98.2,"MINOR, FRANK WAYNE"
"COBB, GARY WILBERT",H,NJ,1,REP,OPEN,2014,male,0,12.5,republican,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,98.2,"COBB, GARY WILBERT"
"GUSTAFSON, CLAIRE H",H,NJ,1,REP,OPEN,2014,female,1,12.5,republican,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,98.2,"GUSTAFSON, CLAIRE H"
"LUCAS, LEE",H,NJ,1,REP,OPEN,2014,male,0,12.5,republican,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,98.2,"LUCAS, LEE"
"MCMANUS, GERARD",H,NJ,1,REP,OPEN,2014,male,0,12.5,republican,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,98.2,"MCMANUS, GERARD"
"MICHAELS, BARRY",H,NV,3,DEM,OPEN,2016,male,0,21.42857143,democrat,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,98.33,"MICHAELS, BARRY"
"ROSEN, JACKY",H,NV,3,DEM,OPEN,2016,female,1,21.42857143,democrat,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,98.33,"ROSEN, JACKY"
"SBAIH, JESSE",H,NV,3,DEM,OPEN,2016,male,0,21.42857143,democrat,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,98.33,"SBAIH, JESSE"
"SINGER, ALEX CHANNING",H,NV,3,DEM,OPEN,2016,male,0,21.42857143,democrat,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,98.33,"SINGER, ALEX CHANNING"
"BOWERS, KERRY DALE",H,NV,3,REP,OPEN,2016,male,0,16.66666667,republican,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,98.33,"BOWERS, KERRY DALE"
"FIORE, MICHELE",H,NV,3,REP,OPEN,2016,female,1,16.66666667,republican,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,98.33,"FIORE, MICHELE"
"KHAL, SAMI",H,NV,3,REP,OPEN,2016,female,1,16.66666667,republican,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,98.33,"KHAL, SAMI"
"MATTHEWS, ANDREW",H,NV,3,REP,OPEN,2016,male,0,16.66666667,republican,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,98.33,"MATTHEWS, ANDREW"
"ROBERSON, MICHAEL",H,NV,3,REP,OPEN,2016,male,0,16.66666667,republican,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,98.33,"ROBERSON, MICHAEL"
"TARKANIAN, DANNY",H,NV,3,REP,OPEN,2016,male,0,16.66666667,republican,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,98.33,"TARKANIAN, DANNY"
"TEIJEIRO, ANNETTE",H,NV,3,REP,OPEN,2016,female,1,16.66666667,republican,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,98.33,"TEIJEIRO, ANNETTE"
"JAYAPAL, PRAMILA",H,WA,7,DEM,OPEN,2016,female,1,19.3877551,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,98.42,"JAYAPAL, PRAMILA"
"JHAVERI, ARUN",H,WA,7,DEM,OPEN,2016,male,0,19.3877551,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,98.42,"JHAVERI, ARUN"
"MCDERMOTT, JAMES JOSEPH",H,WA,7,DEM,OPEN,2016,male,0,19.3877551,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,98.42,"MCDERMOTT, JAMES JOSEPH"
"STILWELL, JEFF",H,WA,7,DEM,OPEN,2016,male,0,19.3877551,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,98.42,"STILWELL, JEFF"
"WALKINSHAW, BRADY PINERO",H,WA,7,DEM,OPEN,2016,male,0,19.3877551,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,98.42,"WALKINSHAW, BRADY PINERO"
"HUGHES, ANDREW IFITS",H,WA,7,DEM,OPEN,2012,male,0,19.3877551,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,98.45,"HUGHES, ANDREW IFITS"
"CONNER, GAIL M",H,PA,7,DEM,OPEN,2010,female,1,5.418719212,democrat,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,98.56,"CONNER, GAIL M"
"LENTZ, BRYAN ROY",H,PA,7,DEM,OPEN,2010,male,0,5.418719212,democrat,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,98.56,"LENTZ, BRYAN ROY"
"TOUEY, ELLEN TERESA",H,PA,7,DEM,OPEN,2010,female,1,5.418719212,democrat,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,98.56,"TOUEY, ELLEN TERESA"
"MEEHAN, PATRICK L",H,PA,7,REP,OPEN,2010,male,0,8.866995074,republican,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,98.56,"MEEHAN, PATRICK L"
"WELCH, STEVEN D",H,PA,7,REP,OPEN,2010,male,0,8.866995074,republican,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,98.56,"WELCH, STEVEN D"
"BROWN, ANTHONY GREGORY",H,MD,4,DEM,OPEN,2016,male,0,25.53191489,democrat,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,98.57,"BROWN, ANTHONY GREGORY"
"CHRISTOPHER, WARREN",H,MD,4,DEM,OPEN,2016,male,0,25.53191489,democrat,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,98.57,"CHRISTOPHER, WARREN"
"DAVIS, DERECK EUGENE",H,MD,4,DEM,OPEN,2016,male,0,25.53191489,democrat,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,98.57,"DAVIS, DERECK EUGENE"
"IVEY, GLENN FREDERICK",H,MD,4,DEM,OPEN,2016,male,0,25.53191489,democrat,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,98.57,"IVEY, GLENN FREDERICK"
"PENA-MELNYK, JOSELINE A.",H,MD,4,DEM,OPEN,2016,female,1,25.53191489,democrat,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,98.57,"PENA-MELNYK, JOSELINE A."
"RANSOM, LISA RENEE",H,MD,4,DEM,OPEN,2016,female,1,25.53191489,democrat,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,98.57,"RANSOM, LISA RENEE"
"STRAIT, TERENCE MICHAEL MR JR",H,MD,4,DEM,OPEN,2016,male,0,25.53191489,democrat,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,98.57,"STRAIT, TERENCE MICHAEL MR JR"
"THORNTON, ALVIN",H,MD,4,DEM,OPEN,2016,male,0,25.53191489,democrat,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,98.57,"THORNTON, ALVIN"
"TURNER, INGRID",H,MD,4,DEM,OPEN,2016,female,1,25.53191489,democrat,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,98.57,"TURNER, INGRID"
"BROADUS, ROBERT",H,MD,4,REP,OPEN,2016,male,0,7.80141844,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,98.57,"BROADUS, ROBERT"
"BUCK, ROB",H,MD,4,REP,OPEN,2016,male,0,7.80141844,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,98.57,"BUCK, ROB"
"MCDERMOTT, GEORGE E.",H,MD,4,REP,OPEN,2016,male,0,7.80141844,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,98.57,"MCDERMOTT, GEORGE E."
"THERRIEN, DAVID",H,MD,4,REP,OPEN,2016,male,0,7.80141844,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,98.57,"THERRIEN, DAVID"
"GOLDBERG, ALBERT MAXWELL",H,CA,26,DEM,OPEN,2012,male,0,20,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,98.73,"GOLDBERG, ALBERT MAXWELL"
"KALEMKARIAN, TIMOTHY CHARLES",H,CA,26,REP,OPEN,2012,male,0,7.5,republican,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,98.73,"KALEMKARIAN, TIMOTHY CHARLES"
"CLARKE, JEROME",H,IL,13,REP,OPEN,2012,male,0,9.322033898,republican,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,98.81,"CLARKE, JEROME"
"DAVIS, RODNEY L",H,IL,13,REP,OPEN,2012,male,0,9.322033898,republican,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,98.81,"DAVIS, RODNEY L"
"KOUTOUJIAN, PETER J",H,MA,5,DEM,OPEN,2014,male,0,18.75,democrat,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,98.94,"KOUTOUJIAN, PETER J"
"STOPA, MICHAEL P",H,MA,5,REP,OPEN,2014,male,0,4.375,republican,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,98.94,"STOPA, MICHAEL P"
"TIERNEY, THOMAS P.",H,MA,5,REP,OPEN,2014,male,0,4.375,republican,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,98.94,"TIERNEY, THOMAS P."
"BROWNE, VINNY",H,HI,1,DEM,OPEN,2010,male,0,25.49019608,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,99.27,"BROWNE, VINNY"
"CASE, EDWARD ESPENETT",H,HI,1,DEM,OPEN,2010,male,0,25.49019608,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,99.27,"CASE, EDWARD ESPENETT"
"DEL CASTILLO, RAFAEL GOODWIN",H,HI,1,DEM,OPEN,2010,male,0,25.49019608,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,99.27,"DEL CASTILLO, RAFAEL GOODWIN"
"DEL CASTILLO, RAFAEL GOODWIN",H,HI,2,DEM,OPEN,2012,male,0,27.45098039,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,99.27,"DEL CASTILLO, RAFAEL GOODWIN"
"LEE, PHILMUND (PHIL)",H,HI,1,DEM,OPEN,2010,male,0,25.49019608,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,99.27,"LEE, PHILMUND (PHIL)"
"AMSTERDAM, C KAUI JOCHANAN",H,HI,1,REP,OPEN,2010,male,0,9.803921569,republican,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,99.27,"AMSTERDAM, C KAUI JOCHANAN"
"COLLINS, CHARLES (GOOGIE)",H,HI,1,REP,OPEN,2010,male,0,9.803921569,republican,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,99.27,"COLLINS, CHARLES (GOOGIE)"
"CRUM, DOUGLAS",H,HI,1,REP,OPEN,2010,male,0,9.803921569,republican,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,99.27,"CRUM, DOUGLAS"
"GIUFFRE, JOHN (RAGHU)",H,HI,1,REP,OPEN,2010,male,0,9.803921569,republican,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,99.27,"GIUFFRE, JOHN (RAGHU)"
"MALONEY, SEAN PATRICK",H,NY,18,DEM,OPEN,2012,male,0,19.33333333,democrat,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,99.29,"MALONEY, SEAN PATRICK"
"DAYSOG, TONY",H,CA,11,DEM,OPEN,2014,male,0,16.25,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,99.39,"DAYSOG, TONY"
"DESAULNIER, MARK",H,CA,11,DEM,OPEN,2014,male,0,16.25,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,99.39,"DESAULNIER, MARK"
"INGERSOL, KI",H,CA,11,DEM,OPEN,2014,male,0,16.25,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,99.39,"INGERSOL, KI"
"SUDDUTH, CHERYL",H,CA,11,DEM,OPEN,2014,female,1,16.25,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,99.39,"SUDDUTH, CHERYL"
"QUANG, TUE PHAN",H,CA,11,REP,OPEN,2014,male,0,8.75,republican,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,99.39,"QUANG, TUE PHAN"
"AGUILAR, PETE",H,CA,31,DEM,OPEN,2014,male,0,16.25,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,99.44,"AGUILAR, PETE"
"BACA, JOE",H,CA,31,DEM,OPEN,2014,male,0,16.25,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,99.44,"BACA, JOE"
"REYES, ELOISE GOMEZ",H,CA,31,DEM,OPEN,2014,female,1,16.25,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,99.44,"REYES, ELOISE GOMEZ"
"TILLMAN, DANNY",H,CA,31,DEM,OPEN,2014,male,0,16.25,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,99.44,"TILLMAN, DANNY"
"CHABOT, PAUL R DR.",H,CA,31,REP,OPEN,2014,male,0,8.75,republican,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,99.44,"CHABOT, PAUL R DR."
"DOWNING, RYAN",H,CA,31,REP,OPEN,2014,male,0,8.75,republican,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,99.44,"DOWNING, RYAN"
"GOOCH, LESLI E MCCOLLUM",H,CA,31,REP,OPEN,2014,female,1,8.75,republican,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,99.44,"GOOCH, LESLI E MCCOLLUM"
"VALDIVIA, JOHN",H,CA,31,REP,OPEN,2014,male,0,8.75,republican,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,99.44,"VALDIVIA, JOHN"
"SPAIN, PAUL DOUGLAS MR.",H,FL,21,REP,OPEN,2016,male,0,12.5,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,99.44,"SPAIN, PAUL DOUGLAS MR."
"CLARKE, JONATHAN CHARLES ESQ",H,NY,3,DEM,OPEN,2016,male,0,24.66666667,democrat,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,99.44,"CLARKE, JONATHAN CHARLES ESQ"
"KAIMAN, JON",H,NY,3,DEM,OPEN,2016,male,0,24.66666667,democrat,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,99.44,"KAIMAN, JON"
"KAPLAN, ANNA",H,NY,3,DEM,OPEN,2016,female,1,24.66666667,democrat,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,99.44,"KAPLAN, ANNA"
"STERN, STEVEN",H,NY,3,DEM,OPEN,2016,male,0,24.66666667,democrat,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,99.44,"STERN, STEVEN"
"SUOZZI, THOMAS MR",H,NY,3,DEM,OPEN,2016,male,0,24.66666667,democrat,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,99.44,"SUOZZI, THOMAS MR"
"LUPINACCI, CHAD ANTHONY",H,NY,3,REP,OPEN,2016,male,0,3.333333333,republican,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,99.44,"LUPINACCI, CHAD ANTHONY"
"MARTINS, JACK",H,NY,3,REP,OPEN,2016,male,0,3.333333333,republican,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,99.44,"MARTINS, JACK"
"PIDOT, PHILIP MARTIN",H,NY,3,REP,OPEN,2016,male,0,3.333333333,republican,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,99.44,"PIDOT, PHILIP MARTIN"
"SEROTA, DAN",H,NY,3,REP,OPEN,2016,male,0,3.333333333,republican,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,99.44,"SEROTA, DAN"
"TROTTA, ROBERT MR.",H,NY,3,REP,OPEN,2016,male,0,3.333333333,republican,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,99.44,"TROTTA, ROBERT MR."
"ANDERSON, JOHN DAVID",H,OH,10,REP,OPEN,2012,male,0,11.11111111,republican,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,99.46,"ANDERSON, JOHN DAVID"
"BREEN, EDWARD FOCKE",H,OH,10,REP,OPEN,2012,male,0,11.11111111,republican,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,99.46,"BREEN, EDWARD FOCKE"
"MACIARIELLO, PATRICK",H,CA,45,REP,OPEN,2014,male,0,8.75,republican,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,99.55,"MACIARIELLO, PATRICK"
"MOORLACH, JOHN",H,CA,45,REP,OPEN,2014,male,0,8.75,republican,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,99.55,"MOORLACH, JOHN"
"RATHS, GREGORY GERARD",H,CA,45,REP,OPEN,2014,male,0,8.75,republican,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,99.55,"RATHS, GREGORY GERARD"
"WALTERS, MIMI",H,CA,45,REP,OPEN,2014,female,1,8.75,republican,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,99.55,"WALTERS, MIMI"
"GRABER, BENJAMIN",H,FL,19,DEM,OPEN,2010,male,0,12.5,democrat,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,99.55,"GRABER, BENJAMIN"
"LAROSE, JOSUE",H,FL,19,DEM,OPEN,2010,male,0,12.5,democrat,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,99.55,"LAROSE, JOSUE"
"ROACH, JAMES LLOYD",H,FL,19,DEM,OPEN,2012,male,0,10,democrat,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,99.55,"ROACH, JAMES LLOYD"
"AUBUCHON, GARY",H,FL,19,REP,OPEN,2012,male,0,12.5,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,99.55,"AUBUCHON, GARY"
"DAVIDOW, JOSEPH ASHER",H,FL,19,REP,OPEN,2012,male,0,12.5,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,99.55,"DAVIDOW, JOSEPH ASHER"
"DONALDS, BYRON",H,FL,19,REP,OPEN,2012,male,0,12.5,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,99.55,"DONALDS, BYRON"
"GOSS, CHAUNCEY PORTER MR. II",H,FL,19,REP,OPEN,2012,male,0,12.5,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,99.55,"GOSS, CHAUNCEY PORTER MR. II"
"KREEGEL, PAIGE VANIER",H,FL,19,REP,OPEN,2012,female,1,12.5,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,99.55,"KREEGEL, PAIGE VANIER"
"LYNCH, EDWARD J ",H,FL,19,REP,OPEN,2010,male,0,11.66666667,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,99.55,"LYNCH, EDWARD J "
"PRICE, CURT",H,FL,19,REP,OPEN,2010,male,0,11.66666667,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,99.55,"PRICE, CURT"
