Candidate,House/Senate,State,District,Party,Status,ElectionYear,Gender,GenderVar,PercentWomen,Check Column,PartyVar
"MOOLENAAR, JOHN",H,MI,4,REP,OPEN,2014,male,0,7.272727273,republican,0
"MOON, C MICHAEL",H,MO,7,REP,OPEN,2010,male,0,6.134969325,republican,0
"MOONEY, PATRICK",H,FL,6,REP,OPEN,2016,male,0,12.5,republican,0
"MOORE, DANIELLE E",H,MO,9,REP,OPEN,2008,female,1,6.134969325,republican,0
"MOORE, DARRELL LEE",H,MO,7,REP,OPEN,2010,male,0,6.134969325,republican,0
"MOORE, GARY",H,KY,4,REP,OPEN,2012,male,0,9,republican,0
"MOORE, MIKE C",H,AR,3,REP,OPEN,2010,male,0,9,republican,0
"MOORLACH, JOHN",H,CA,45,REP,OPEN,2014,male,0,8.75,republican,0
"MORRELL, KIM",H,TX,36,REP,OPEN,2012,male,0,12.66666667,republican,0
"MORRELL, KIM",H,TX,36,REP,OPEN,2014,male,0,10,republican,0
"MORRIS, BENJAMIN OWEN",H,LA,1,REP,OPEN,2008,male,0,3.80952381,republican,0
"MORRIS, JOHN CLYDE III",H,LA,5,REP,OPEN,2014,male,0,4.761904762,republican,0
"MORRIS, JOHN DAVID",H,IL,18,REP,OPEN,2008,male,0,10.16949153,republican,0
"MORRIS, PATRICK J",H,MO,2,REP,OPEN,2012,male,0,11.04294479,republican,0
"MORRIS, PAULINA VASQUEZ",H,AZ,3,REP,OPEN,2010,female,1,15,republican,0
"MORRISON, WILLIAM (RODRIGUEZ)",H,CA,32,REP,OPEN,2010,male,0,5,republican,0
"MOSS, JIM",H,WV,2,REP,OPEN,2014,male,0,10,republican,0
"MOTTUS, KEVIN NEIL",H,CA,33,REP,OPEN,2014,male,0,8.75,republican,0
"MOUNT, MATTHEW",H,IN,5,REP,OPEN,2012,male,0,10,republican,0
"MOWERY, TOD",H,FL,18,REP,OPEN,2016,male,0,12.5,republican,0
"MROZINSKI, LARRY",H,GA,11,REP,OPEN,2014,male,0,8.888888889,republican,0
"MULLIN, MARKWAYNE",H,OK,2,REP,OPEN,2012,male,0,9.900990099,republican,0
"MURPHY, JUSTIN MICHAEL",H,NJ,3,REP,OPEN,2008,male,0,10,republican,0
"MYERS, CHRISTOPHER",H,NJ,3,REP,OPEN,2008,male,0,10,republican,0
"MYERS, LOIS DICKSON",H,TX,36,REP,OPEN,2012,female,1,12.66666667,republican,0
"MYHRA, PAMELA J",H,MN,2,REP,OPEN,2016,female,1,13.43283582,republican,0
"NAVARRO, OMAR",H,CA,43,REP,OPEN,2016,male,0,10,republican,0
"NEGRON, REBECCA",H,FL,18,REP,OPEN,2016,female,1,12.5,republican,0
"NEWBERRY, GEORGE",H,CA,36,REP,OPEN,2012,male,0,7.5,republican,0
"NEWBRY, JANEA HOLMQUIST",H,WA,4,REP,OPEN,2014,female,1,9.183673469,republican,0
"NEWHOUSE, DANIEL MILTON",H,WA,4,REP,OPEN,2014,male,0,9.183673469,republican,0
"NEWMAN, MONTY",H,NM,2,REP,OPEN,2008,male,0,17.14285714,republican,0
"NEWMAN, TERI",H,IL,12,REP,OPEN,2012,female,1,9.322033898,republican,0
"NIKPOUR, NOELLE",H,FL,18,REP,OPEN,2016,female,1,12.5,republican,0
"NODLER, GARY",H,MO,7,REP,OPEN,2010,male,0,6.134969325,republican,0
"NORMAN, DAVID",H,TX,36,REP,OPEN,2014,male,0,10,republican,0
"NUGENT, RICHARD B",H,FL,5,REP,OPEN,2010,male,0,11.66666667,republican,0
"O'NEILL, KEVIN M",H,VA,1,REP,OPEN,2008,male,0,5,republican,0
"OAKS, ROBERT C",H,NY,25,REP,OPEN,2008,male,0,3.333333333,republican,0
"OBERWEIS, JAMES D",H,IL,14,REP,OPEN,2008,male,0,10.16949153,republican,0
"OERTHER, BRIAN DOUGLAS",H,KY,4,REP,OPEN,2012,male,0,9,republican,0
"OHARA, CHARLOTTE IRENE",H,KS,3,REP,OPEN,2010,female,1,12,republican,0
"OLD, JAMES ROWLAND JR",H,TX,14,REP,OPEN,2012,male,0,12.66666667,republican,0
"OLIVO, JAMES BROCKMAN",H,MO,9,REP,OPEN,2008,male,0,6.134969325,republican,0
"OLSON, NANCY L",H,WI,6,REP,OPEN,2014,female,1,8.080808081,republican,0
"ONDER, ROBERT FRANK JR",H,MO,9,REP,OPEN,2008,male,0,6.134969325,republican,0
"OROSCO, TROY 'GUNNY'",H,NV,2,REP,OPEN,2012,male,0,2.380952381,republican,0
"OVERBEEK, ROBERT JOHN",H,MI,3,REP,OPEN,2010,male,0,5.454545455,republican,0
"OWENS, BRIAN",H,FL,14,REP,OPEN,2012,male,0,12.5,republican,0
"OZINGA, MARTIN III",H,IL,11,REP,OPEN,2008,male,0,10.16949153,republican,0
"PACE, JIM",H,GA,3,REP,OPEN,2016,male,0,10,republican,0
"PALMER, GARY",H,AL,6,REP,OPEN,2014,male,0,5.714285714,republican,0
"PANG, WALLY",H,MS,1,REP,OPEN,2008,male,0,3.278688525,republican,0
"PAPE, MICHAEL J",H,KY,1,REP,OPEN,2016,male,0,8,republican,0
"PARKER, CLARK B",H,SC,1,REP,OPEN,2010,male,0,7.258064516,republican,0
"PARKER, VERNON",H,AZ,3,REP,OPEN,2010,male,0,15,republican,0
"PARKER, WAYNE JR.",H,AL,5,REP,OPEN,2008,male,0,2.857142857,republican,0
"PARRISH, DON",H,TX,19,REP,OPEN,2016,male,0,8.666666667,republican,0
"PARROTT, THOMAS S",H,GA,7,REP,OPEN,2010,male,0,6.111111111,republican,0
"PASSALACQUA, TONY",H,AZ,8,REP,OPEN,2012,male,0,20,republican,0
"PATRICK, ANDY",H,SC,1,REP,OPEN,2014,male,0,8.064516129,republican,0
"PATTERSON, NORWOOD JAMES JR",H,CA,19,REP,OPEN,2010,male,0,5,republican,0
"PATTERSON, VANCE",H,NC,11,REP,OPEN,2012,male,0,10.83333333,republican,0
"PATTY, BRANDON JOEL",H,FL,6,REP,OPEN,2016,male,0,12.5,republican,0
"PAULSEN, ERIK",H,MN,3,REP,OPEN,2008,male,0,5.970149254,republican,0
"PAVLOV, PHILLIP S.",H,MI,10,REP,OPEN,2016,male,0,8.181818182,republican,0
"PEACOCK, EDWIN B III",H,NC,9,REP,OPEN,2012,male,0,10.83333333,republican,0
"PEARNE, GEORGE",H,CA,41,REP,OPEN,2012,male,0,7.5,republican,0
"PECK, LOWELL B",H,WA,4,REP,OPEN,2014,male,0,9.183673469,republican,0
"PEDERSON, JOHN CARROLL",H,MN,6,REP,OPEN,2014,male,0,12.68656716,republican,0
"PEKAREK, THOMAS",H,OH,11,REP,OPEN,2008,male,0,6.060606061,republican,0
"PENDERGRAPH, JIM",H,NC,9,REP,OPEN,2012,male,0,10.83333333,republican,0
"PERRY, JEFFREY DAVIS",H,MA,10,REP,OPEN,2010,male,0,1.875,republican,0
"PETERS, HERBERT GLENN",H,NV,1,REP,OPEN,2012,male,0,2.380952381,republican,0
"PETERS, KATHLEEN",H,FL,13,REP,OPEN,2014,female,1,10.83333333,republican,0
"PETRELLA, CHRISTOPHER",H,NC,11,REP,OPEN,2012,male,0,10.83333333,republican,0
"PETRI, SCOTT",H,PA,8,REP,OPEN,2016,male,0,11.33004926,republican,0
"PETTIGREW, WAYNE",H,OK,2,REP,OPEN,2012,male,0,9.900990099,republican,0
"PFAFF, JAMES R",H,IN,9,REP,OPEN,2016,male,0,10,republican,0
"PHILLIPS, GEORGE K",H,NY,22,REP,OPEN,2012,male,0,4.666666667,republican,0
"PHILLIPS, GEORGE KARL MR",H,NY,22,REP,OPEN,2016,male,0,3.333333333,republican,0
"PHILLIPS, JEFFREY MARLIN",H,NC,6,REP,OPEN,2014,male,0,10.83333333,republican,0
"PIDOT, PHILIP MARTIN",H,NY,3,REP,OPEN,2016,male,0,3.333333333,republican,0
"PIEPER, FRED",H,OH,5,REP,OPEN,2008,male,0,6.060606061,republican,0
"PINKSTON, SHAWN TRAVIS",H,SC,1,REP,OPEN,2014,male,0,8.064516129,republican,0
"PIRKLE, GREGORY D.",H,MS,1,REP,OPEN,2016,male,0,4.098360656,republican,0
"PITTENGER, ROBERT M THE HONORABLE",H,NC,9,REP,OPEN,2012,male,0,10.83333333,republican,0
"PLOSA-BOWSER, BEVERLY",H,PA,13,REP,OPEN,2014,female,1,10.34482759,republican,0
"PLUMMER, JASON",H,IL,12,REP,OPEN,2012,male,0,9.322033898,republican,0
"POITIER, COREY B",H,FL,17,REP,OPEN,2010,male,0,11.66666667,republican,0
"POLIQUIN, BRUCE L",H,ME,2,REP,OPEN,2014,male,0,8.609271523,republican,0
"POMBO, RICHARD W",H,CA,19,REP,OPEN,2010,male,0,5,republican,0
"POMPEO, MICHAEL RICHARD",H,KS,4,REP,OPEN,2010,male,0,12,republican,0
"PORTLEY, BERNARD",H,CA,51,REP,OPEN,2012,male,0,7.5,republican,0
"POSEY, BILL",H,FL,15,REP,OPEN,2008,male,0,9.166666667,republican,0
"POWE, SHARON L",H,AL,1,REP,OPEN,2014,female,1,5.714285714,republican,0
"POWELL, RICK",H,CA,52,REP,OPEN,2008,male,0,7.5,republican,0
"POWERS, FRANK",H,NY,13,REP,OPEN,2008,male,0,3.333333333,republican,0
"PRICE, AARON",H,NY,22,REP,OPEN,2016,male,0,3.333333333,republican,0
"PRICE, CURT",H,FL,19,REP,OPEN,2010,male,0,11.66666667,republican,0
"PRIDEMORE, TRICIA",H,GA,11,REP,OPEN,2014,female,1,8.888888889,republican,0
"PROSS, GORDON ALLEN",H,WA,4,REP,OPEN,2014,male,0,9.183673469,republican,0
"QUANG, TUE PHAN",H,CA,11,REP,OPEN,2014,male,0,8.75,republican,0
"QUARTEL, DONALD ROBERT JR",H,VA,1,REP,OPEN,2008,male,0,5,republican,0
"QUAYLE, BEN",H,AZ,3,REP,OPEN,2010,male,0,15,republican,0
"RACZKOWSKI, ANDREW ROCKY",H,MI,11,REP,OPEN,2012,male,0,10,republican,0
"RADEL, HENRY J. III",H,FL,19,REP,OPEN,2012,male,0,12.5,republican,0
"RADKOWSKI, LOUIS A",H,PA,5,REP,OPEN,2008,male,0,7.881773399,republican,0
"RAMIREZ, TERI",H,CA,37,REP,OPEN,2008,female,1,7.5,republican,0
"RANDALL, WILLIAM ALFRED MR. II",H,NC,13,REP,OPEN,2012,male,0,10.83333333,republican,0
"RANKIN, BETH ANNE",H,AR,4,REP,OPEN,2012,female,1,11,republican,0
"RANTZ, AUGUST J IV",H,LA,3,REP,OPEN,2016,male,0,7.619047619,republican,0
"RATHBUN, TERRENCE (TERRY)",H,CA,32,REP,OPEN,2010,male,0,5,republican,0
"RATHJE, STEVEN RICHARD",H,IA,1,REP,OPEN,2014,male,0,6,republican,0
"RATHS, GREGORY GERARD",H,CA,45,REP,OPEN,2014,male,0,8.75,republican,0
"RAYE, KEVIN L.",H,ME,2,REP,OPEN,2014,male,0,8.609271523,republican,0
"RECHTZIGEL, GENE ALAN",H,MN,2,REP,OPEN,2016,male,0,13.43283582,republican,0
"REDD, SHAWN MR.",H,AZ,1,REP,OPEN,2016,male,0,13.33333333,republican,0
"REDLICH, WARREN",H,NY,21,REP,OPEN,2008,male,0,3.333333333,republican,0
"REED, KENNETH RAY",H,WV,2,REP,OPEN,2014,male,0,10,republican,0
"REED, THOMAS W II",H,NY,29,REP,OPEN,2010,male,0,4,republican,0
"REES, GROVER JOSEPH",H,LA,3,REP,OPEN,2016,male,0,7.619047619,republican,0
"REICHARDT, JOHN FIELD",H,MI,2,REP,OPEN,2010,male,0,5.454545455,republican,0
"REID, BEVERLY E",H,IL,2,REP,OPEN,2014,female,1,8.474576271,republican,0
"REIGLE, HANS",H,DE,0,REP,OPEN,2016,male,0,4.87804878,republican,0
"REILLY, CHRISTOPHER B",H,PA,4,REP,OPEN,2012,male,0,9.359605911,republican,0
"REILLY, JOSEPH G.",H,NH,2,REP,OPEN,2010,male,0,10.5,republican,0
"RENFROE, SCOTT WINSTON",H,CO,4,REP,OPEN,2014,male,0,15.38461538,republican,0
"RENTAS, WANDA",H,FL,9,REP,OPEN,2016,female,1,12.5,republican,0
"REYNOLDS, CONRAD EARL",H,AR,2,REP,OPEN,2014,male,0,10,republican,0
"RHODES, ARTHUR D",H,TN,3,REP,OPEN,2010,male,0,5.050505051,republican,0
"RICE, DAVID ALLEN",H,TN,8,REP,OPEN,2010,male,0,5.050505051,republican,0
"RICE, REX FONTAINE",H,SC,3,REP,OPEN,2010,male,0,7.258064516,republican,0
"RICHARDSON, KEITH MR.",H,PA,5,REP,OPEN,2008,male,0,7.881773399,republican,0
"RICHARDSON, TODD",H,MO,8,REP,OPEN,2014,male,0,11.65644172,republican,0
"RICHMOND, MARCUS EDWARD",H,AR,4,REP,OPEN,2012,male,0,11,republican,0
"RIEMERSMA, ALLEN JAY",H,MI,2,REP,OPEN,2010,male,0,5.454545455,republican,0
"RIENTS, DONALD RAY",H,IL,18,REP,OPEN,2016,male,0,8.474576271,republican,0
"RILEY, ROBIN",H,TX,36,REP,OPEN,2014,female,1,10,republican,0
"RING, MICHAEL F",H,NY,21,REP,OPEN,2014,male,0,2.666666667,republican,0
"RISER, HARTWELL NEIL JR",H,LA,5,REP,OPEN,2014,male,0,4.761904762,republican,0
"RISK, KRISTI",H,IN,8,REP,OPEN,2010,female,1,7,republican,0
"RIVERA, DAVID",H,FL,25,REP,OPEN,2010,male,0,11.66666667,republican,0
"ROARK , ROBBY (ROB)",H,TX,35,REP,OPEN,2012,male,0,12.66666667,republican,0
"ROBBINS, JOHN W",H,OH,8,REP,OPEN,2016,male,0,13.13131313,republican,0
"ROBERSON, MICHAEL",H,NV,3,REP,OPEN,2016,male,0,16.66666667,republican,0
"ROBERTS, DANIEL ",H,CA,2,REP,OPEN,2012,male,0,7.5,republican,0
"ROBERTS, KERRY EVAN",H,TN,6,REP,OPEN,2010,male,0,5.050505051,republican,0
"ROBERTS, MARVIN KIRBY",H,TX,34,REP,OPEN,2012,male,0,12.66666667,republican,0
"ROBERTSON, GLEN CHARLES MR.",H,TX,19,REP,OPEN,2016,male,0,8.666666667,republican,0
"RODRIGUES, MIGUEL MIKE",H,NV,1,REP,OPEN,2012,male,0,2.380952381,republican,0
"ROE, DAVID PHILLIP",H,TN,1,REP,OPEN,2008,male,0,5.050505051,republican,0
"ROGERS, WALT",H,IA,1,REP,OPEN,2014,male,0,6,republican,0
"ROGERS, WENDY",H,AZ,1,REP,OPEN,2016,female,1,13.33333333,republican,0
"ROKITA, THEODORE EDWARD",H,IN,4,REP,OPEN,2010,male,0,7,republican,0
"ROLLINS, MICHELE M",H,DE,0,REP,OPEN,2010,female,1,7.317073171,republican,0
"RORABACK, ANDREW",H,CT,5,REP,OPEN,2012,male,0,9.933774834,republican,0
"ROSA, DAVID L",H,TX,20,REP,OPEN,2012,male,0,12.66666667,republican,0
"ROSE, STEVE",H,KS,3,REP,OPEN,2010,male,0,12,republican,0
"ROSE, THOMAS A",H,IN,7,REP,OPEN,2008,male,0,6,republican,0
"ROSENDALE, MATT",H,MT,0,REP,OPEN,2014,male,0,8,republican,0
"ROSS, CHARLES EDWIN",H,MS,3,REP,OPEN,2008,male,0,3.278688525,republican,0
"ROSS, DENNIS ALAN",H,FL,12,REP,OPEN,2010,male,0,11.66666667,republican,0
"ROSS, HERMAN HENRY II",H,MS,1,REP,OPEN,2016,male,0,4.098360656,republican,0
"ROTH, RICK",H,FL,18,REP,OPEN,2016,male,0,12.5,republican,0
"ROUGHNEEN, THOMAS",H,NJ,7,REP,OPEN,2008,male,0,10,republican,0
"ROUNSAVILLE, JOHN WALTER",H,MS,3,REP,OPEN,2008,male,0,3.278688525,republican,0
"ROUZER, DAVID CHESTON MR.",H,NC,7,REP,OPEN,2014,male,0,10.83333333,republican,0
"ROWE, DUSTIN PRICE",H,OK,2,REP,OPEN,2012,male,0,9.900990099,republican,0
"ROY, JOHNNY B",H,OK,5,REP,OPEN,2010,male,0,8.910891089,republican,0
"RUSSELL, JON DAVID",H,WA,3,REP,OPEN,2010,male,0,8.163265306,republican,0
"RUSSELL, RANDY",H,MS,1,REP,OPEN,2008,male,0,3.278688525,republican,0
"RUSSELL, STEVEN DANE",H,OK,5,REP,OPEN,2014,male,0,10.89108911,republican,0
"RUSSO, KARA D.",H,RI,1,REP,OPEN,2010,female,1,0,republican,0
"RUTSCHMAN, PAIJ BORING",H,KS,4,REP,OPEN,2010,female,1,12,republican,0
"RYSAVY, JOHN TIMOTHY",H,KS,3,REP,OPEN,2010,male,0,12,republican,0
"SAGER, JASON PATRICK",H,FL,5,REP,OPEN,2010,male,0,11.66666667,republican,0
"SALIN, WILLIAM BILL",H,IN,5,REP,OPEN,2012,male,0,10,republican,0
"SALINAS, XAVIER MR.",H,TX,15,REP,OPEN,2016,male,0,8.666666667,republican,0
"SALMON, MATT",H,AZ,5,REP,OPEN,2012,male,0,20,republican,0
"SALTER, CHRIS",H,AL,7,REP,OPEN,2010,male,0,2.857142857,republican,0
"SANBORN, ALAN",H,MI,10,REP,OPEN,2016,male,0,8.181818182,republican,0
"SANTANA, SALVADOR",H,CA,32,REP,OPEN,2010,male,0,5,republican,0
"SANTIAGO, DAVID",H,FL,6,REP,OPEN,2016,male,0,12.5,republican,0
"SAUERWEIN, ROBERT DALE",H,WA,6,REP,OPEN,2012,male,0,10.20408163,republican,0
"SAVITT, MARC S",H,VA,10,REP,OPEN,2014,male,0,5,republican,0
"SAWYER, JOHN W III",H,FL,14,REP,OPEN,2012,male,0,12.5,republican,0
"SAWYER, PAUL B",H,LA,6,REP,OPEN,2008,male,0,3.80952381,republican,0
"SAWYER, VINCENT PETER",H,CA,41,REP,OPEN,2012,male,0,7.5,republican,0
"SCARBOROUGH, LARRY DEAN",H,CA,32,REP,OPEN,2010,male,0,5,republican,0
"SCATURRO, FRANK MR.",H,NY,4,REP,OPEN,2014,male,0,2.666666667,republican,0
"SCHANZ, BOB",H,MO,7,REP,OPEN,2010,male,0,6.134969325,republican,0
"SCHENDEL, EDWARD TED",H,MI,2,REP,OPEN,2010,male,0,5.454545455,republican,0
"SCHIFFER, PAUL R",H,OH,16,REP,OPEN,2008,male,0,6.060606061,republican,0
"SCHMERLING, EDWARD ",H,CA,32,REP,OPEN,2010,male,0,5,republican,0
"SCHMIDTKE, CRAIG D",H,AL,2,REP,OPEN,2008,male,0,2.857142857,republican,0
"SCHOCK, AARON JON MR.",H,IL,18,REP,OPEN,2008,male,0,10.16949153,republican,0
"SCHODORF, JEAN KURTIS",H,KS,4,REP,OPEN,2010,female,1,12,republican,0
"SCHOTT, LYNN",H,CA,46,REP,OPEN,2016,female,1,10,republican,0
"SCHULTZ, MATTHEW DAVID",H,IA,3,REP,OPEN,2014,male,0,6,republican,0
"SCHUMM, WALTER CHRISTIAN",H,KY,4,REP,OPEN,2012,male,0,9,republican,0
"SCHURING, KIRK",H,OH,16,REP,OPEN,2008,male,0,6.060606061,republican,0
"SCHWARTZ, DANIEL MARK",H,NV,4,REP,OPEN,2012,male,0,2.380952381,republican,0
"SCHWARZ, DAVID S",H,GA,1,REP,OPEN,2014,male,0,8.888888889,republican,0
"SCONTRAS, DEAN P",H,ME,1,REP,OPEN,2008,male,0,7.284768212,republican,0
"SCOTT, TIMOTHY E",H,SC,1,REP,OPEN,2010,male,0,7.258064516,republican,0
"SEIM, GAVIN DAVID",H,WA,4,REP,OPEN,2014,male,0,9.183673469,republican,0
"SEITZ, MARK",H,IN,4,REP,OPEN,2010,male,0,7,republican,0
"SEROTA, DAN",H,NY,3,REP,OPEN,2016,male,0,3.333333333,republican,0
"SEYBOLD, WAYNE W",H,IN,5,REP,OPEN,2012,male,0,10,republican,0
"SHACKLEFORD, WILLIAM M",H,OH,8,REP,OPEN,2016,male,0,13.13131313,republican,0
"SHADWICK, MONTE",H,KS,1,REP,OPEN,2010,male,0,12,republican,0
"SHAFFER, MICHAEL ALAN",H,NC,9,REP,OPEN,2012,male,0,10.83333333,republican,0
"SHANER, MATT",H,PA,5,REP,OPEN,2008,male,0,7.881773399,republican,0
"SHATTUCK, ROBERT",H,AL,6,REP,OPEN,2014,male,0,5.714285714,republican,0
"SHAVER, ROBERT MICHAEL",H,NY,21,REP,OPEN,2016,male,0,3.333333333,republican,0
"SHAW, MONTE",H,IA,3,REP,OPEN,2014,male,0,6,republican,0
"SHELDON, DONNA HORTMAN",H,GA,10,REP,OPEN,2014,female,1,8.888888889,republican,0
"SHUDOFSKY, ARYEH",H,MD,8,REP,OPEN,2016,male,0,7.80141844,republican,0
"SILVERSTEIN, DAVID A",H,NY,4,REP,OPEN,2014,male,0,2.666666667,republican,0
"SIMPSON, DAVID GUYTON",H,LA,1,REP,OPEN,2008,male,0,3.80952381,republican,0
"SIMPSON, STEPHEN K MR.",H,GA,10,REP,OPEN,2014,male,0,8.888888889,republican,0
"SINGH, NAVRAJ",H,CA,25,REP,OPEN,2014,male,0,8.75,republican,0
"SITTON, DAVE",H,AZ,8,REP,OPEN,2012,male,0,20,republican,0
"SIVARAJAH, RHONDA",H,MN,6,REP,OPEN,2014,female,1,12.68656716,republican,0
"SIZEMORE, JOE",H,IN,6,REP,OPEN,2012,male,0,10,republican,0
"SKOCH, BERNARD KURT 'BERNIE'",H,AR,3,REP,OPEN,2010,male,0,9,republican,0
"SKOLNICK, SHELTON",H,MD,8,REP,OPEN,2016,male,0,7.80141844,republican,0
"SLEZAK, JAMES",H,MI,5,REP,OPEN,2012,male,0,10,republican,0
"SLOWINSKI, BRIAN RICHARD",H,GA,10,REP,OPEN,2014,male,0,8.888888889,republican,0
"SMITH, ALLEN K.",H,IN,6,REP,OPEN,2012,male,0,10,republican,0
"SMITH, DARIN DALE",H,WY,0,REP,OPEN,2016,male,0,13.33333333,republican,0
"SMITH, GARY",H,NM,1,REP,OPEN,2012,male,0,11.42857143,republican,0
"SMITH, HARRI ANNE",H,AL,2,REP,OPEN,2008,female,1,2.857142857,republican,0
"SMITH, JOHN LEE",H,IN,8,REP,OPEN,2010,male,0,7,republican,0
"SMITH, MICHAEL",H,OH,8,REP,OPEN,2016,male,0,13.13131313,republican,0
"SMITH, PRINCELLA D",H,AR,1,REP,OPEN,2010,female,1,9,republican,0
"SMITH, RANDY LEE",H,TN,8,REP,OPEN,2010,male,0,5.050505051,republican,0
"SMITH, ROBIN TUCKER",H,TN,3,REP,OPEN,2010,female,1,5.050505051,republican,0
"SMITLEY, MICHAEL R.",H,OH,5,REP,OPEN,2008,male,0,6.060606061,republican,0
"SMITT, ERIK",H,CA,6,REP,OPEN,2012,male,0,7.5,republican,0
"SMUCKER, LLOYD K",H,PA,16,REP,OPEN,2016,male,0,11.33004926,republican,0
"SNYDER, JOHN K.",H,IN,8,REP,OPEN,2010,male,0,7,republican,0
"SONNER, WESLEY MICHAEL JR",H,NH,2,REP,OPEN,2010,male,0,10.5,republican,0
"SOTELO, PEDRO JUAN",H,MO,8,REP,OPEN,2014,male,0,11.65644172,republican,0
"SOUTHARD, FRED",H,OH,8,REP,OPEN,2016,male,0,13.13131313,republican,0
"SOWARDS, GREGORY EDDIE",H,NM,2,REP,OPEN,2008,male,0,17.14285714,republican,0
"SPAIN, PAUL DOUGLAS MR.",H,FL,21,REP,OPEN,2016,male,0,12.5,republican,0
"SPALDING, CARLA ARLENE",H,FL,18,REP,OPEN,2016,female,1,12.5,republican,0
"SPARKS, HARVEY",H,OK,5,REP,OPEN,2014,male,0,10.89108911,republican,0
"SPURLINO, JIM",H,OH,8,REP,OPEN,2016,male,0,13.13131313,republican,0
"STAPLETON, COREY",H,MT,0,REP,OPEN,2014,male,0,8,republican,0
"STARIN, SCOTT HOWARD",H,CO,2,REP,OPEN,2008,male,0,7.692307692,republican,0
"STARR, MICHAEL BOB",H,TX,19,REP,OPEN,2016,male,0,8.666666667,republican,0
"STEFANIK, ELISE M.",H,NY,21,REP,OPEN,2014,female,1,2.666666667,republican,0
"STEFFEN , PHILLIP J",H,IN,4,REP,OPEN,2010,male,0,7,republican,0
"STEINBERG, MICHAEL DAVID",H,NC,9,REP,OPEN,2012,male,0,10.83333333,republican,0
"STEINFELS, CRAIG RICHARD",H,TN,8,REP,OPEN,2010,male,0,5.050505051,republican,0
"STEINHOF, DAVID L DMD",H,MA,4,REP,OPEN,2012,male,0,3.75,republican,0
"STERN, EVERETT ALEXANDER",H,PA,13,REP,OPEN,2014,male,0,10.34482759,republican,0
"STILLINGS, THOMAS F",H,MI,1,REP,OPEN,2010,male,0,5.454545455,republican,0
"STIVERS, STEVE",H,OH,15,REP,OPEN,2008,male,0,6.060606061,republican,0
"STOCKTON, DANIEL DUANE",H,IN,8,REP,OPEN,2010,male,0,7,republican,0
"STOCKWELL, GLENN R.",H,WA,4,REP,OPEN,2014,male,0,9.183673469,republican,0
"STOPA, MICHAEL P",H,MA,5,REP,OPEN,2014,male,0,4.375,republican,0
"STRANIERE, ROBERT A",H,NY,13,REP,OPEN,2008,male,0,3.333333333,republican,0
"STRAW, ANDREW",H,IL,8,REP,OPEN,2016,male,0,8.474576271,republican,0
"STREUSAND, BENJAMIN EARL",H,TX,36,REP,OPEN,2014,male,0,10,republican,0
"STRICKLAND, ANTHONY A",H,CA,25,REP,OPEN,2014,male,0,8.75,republican,0
"STRITTMATTER, MATT",H,IN,6,REP,OPEN,2012,male,0,10,republican,0
"STROEBEL, S DUANE JR",H,WI,6,REP,OPEN,2014,male,0,8.080808081,republican,0
"STROEHMANN, JEFFREY JOSH",H,PA,5,REP,OPEN,2008,male,0,7.881773399,republican,0
"STROUP, JOHN REA",H,PA,5,REP,OPEN,2008,male,0,7.881773399,republican,0
"STUBSON, TIMOTHY MICHAEL",H,WY,0,REP,OPEN,2016,male,0,13.33333333,republican,0
"SUMMERS, CHARLES E JR",H,ME,1,REP,OPEN,2008,male,0,7.284768212,republican,0
"SUTHERLAND, CHARLES TAYLOR",H,NC,6,REP,OPEN,2014,male,0,10.83333333,republican,0
"SWAN, S MITCHELL",H,GA,10,REP,OPEN,2014,male,0,8.888888889,republican,0
"SWEETLAND, DALE A",H,NY,25,REP,OPEN,2008,male,0,3.333333333,republican,0
"TAGERT, MIKE",H,MS,1,REP,OPEN,2016,male,0,4.098360656,republican,0
"TAKACH, STEPHEN VINCENT",H,TX,36,REP,OPEN,2012,male,0,12.66666667,republican,0
"TARKANIAN, DANNY",H,NV,3,REP,OPEN,2016,male,0,16.66666667,republican,0
"TAVAGLIONE, JOHN F",H,CA,41,REP,OPEN,2012,male,0,7.5,republican,0
"TAYLOR, JAMES HENRY",H,IL,2,REP,OPEN,2014,male,0,8.474576271,republican,0
"TAYLOR, SCOTT",H,VA,2,REP,OPEN,2016,male,0,4,republican,0
"TEDISCO, JAMES",H,NY,20,REP,OPEN,2010,male,0,4,republican,0
"TEIJEIRO, ANNETTE",H,NV,3,REP,OPEN,2016,female,1,16.66666667,republican,0
"TELANDER, PHILLIP D",H,NV,2,REP,OPEN,2012,male,0,2.380952381,republican,0
"TENNEY, CLAUDIA",H,NY,22,REP,OPEN,2016,female,1,3.333333333,republican,0
"TERBOLIZARD, THEODORE TERBO",H,CA,4,REP,OPEN,2008,male,0,7.5,republican,0
"THERRIEN, DAVID",H,MD,4,REP,OPEN,2016,male,0,7.80141844,republican,0
"THOMAS, BRIAN",H,PA,8,REP,OPEN,2016,male,0,11.33004926,republican,0
"THOMAS, CHARLES 'TREY' DR III",H,LA,6,REP,OPEN,2014,male,0,4.761904762,republican,0
"THOMPSON, DONALD DWAYNE",H,OK,2,REP,OPEN,2012,male,0,9.900990099,republican,0
"THOMPSON, GLENN",H,PA,5,REP,OPEN,2008,male,0,7.881773399,republican,0
"THOMPSON, JEFFERSON ROWE",H,LA,4,REP,OPEN,2008,male,0,3.80952381,republican,0
